since
1383839436659600000
1384448146203600000
1384812024436800000
1384951510462600000
1385041481440200000
1385139946885300000
1385236013319100000
1385381323719100000
1385441798522100000
1385494403979600000
1385555632767200000
1385576956285000000
1385618900892900000
1385647477879700000
1385676503762600000
1385735337758400000
1385765977663500000
1385838570246800000
1385912691332100000
1385930336573900000
1385975049457800000
1386015795611600000
1386083514626200000
1386160019575900000
1386203146632100000
1386236088110200000
1386248270932200000
1386291470859400000
1386345287359200000
1386358323709500000
1386379972947500000
1386405424331400000
1386419266573200000
1386446421955300000
1386512804809600000
1386560423338200000
1386595835169600000
1386629647107000000
1386701388838300000
1386756604325600000
1386765009891200000
1386794993475500000
1386890650316700000
1386955899941500000
1387030790418500000
1387122780788400000
1387194974356500000
1387206982550600000
1387219040871000000
1387225542195000000
1387237172021700000
1387267679568700000
1387297046698200000
1387345502767900000
1387353333232200000
1387358107116600000
1387365171665100000
1387368839512100000
1387378011879800000
1387389212062300000
1387399559773500000
1387437265712100000
1387450799284000000
1387458774408600000
1387475614295900000
1387501171910800000
1387538151687500000
1387570102890300000
1387580505574100000
1387651117543600000
1387744463624800000
1387835645745500000
1387891789086000000
1388008528261100000
1388051953201200000
1388073058594800000
1388091717208400000
1388100774869400000
1388138045085000000
1388180396137900000
1388295683292200000
1388399411277800000
1388491949103800000
1388613065046300000
1388696514472400000
1388736173971400000
1388758249534200000
1388825533595200000
1388863375915200000
1388927949529000000
1388938377251000000
1388953394520500000
1388994425413500000
1389006190709100000
1389013419787600000
1389023798159400000
1389042694422200000
1389093658479300000
1389101308304600000
1389122098078200000
1389132601275400000
1389162215949700000
1389193982043100000
1389242116298500000
1389278409189600000
1389320052607700000
1389393720611700000
1389444973498800000
1389449380266700000
1389511019771600000
1389542599821800000
1389600607930300000
1389619899777700000
1389645131460300000
1389709649520200000
1389789279522300000
1389875434435800000
1389926349585700000
1389968840769300000
1389983458492700000
1390012121039100000
1390134361589500000
1390174367664900000
1390253338543000000
1390348242550000000
1390444185923400000
1390536600130800000
1390565885779500000
1390651613407800000
1390750458502300000
1390837080043600000
1390857402656900000
1390868440186500000
1390918627644300000
1391004017234900000
1391090568610100000
1391128440755800000
1391256906840400000
1391377180378500000
1391479426968100000
1391566957725300000
1391645287160000000
1391674892500000000
1391714559340100000
1391741605135600000
1391756969167100000
1391763307666300000
1391768813976900000
1391783888412600000
1391816501758200000
1391893525429500000
1391943102163400000
1391977951205000000
1392027535177600000
1392029971381100000
1392033127351200000
1392046028714000000
1392097925108500000
1392139875078200000
1392149548682300000
1392199945586900000
1392249097718200000
1392314609244900000
1392327735505100000
1392347836016700000
